Id,Model,Price,Age,Mfg_Month,Millage,HP,Automatic,CC,Doors,Cylinders,Gears,QuartTax,Weight
1295,HONDA Civic 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8950,71,10,72128,107,1,1600,5,4,5,85,1100
1296,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,3,72090,110,0,1600,5,4,5,85,1070
1297,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,78,3,72000,110,0,1600,4,4,5,69,1035
1298,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,78,3,72000,110,0,1600,3,4,5,85,1055
1299,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,4,71900,86,0,1300,3,4,5,69,1015
1300,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,4,71825,110,0,1600,5,4,5,85,1075
1301,HONDA Civic 1.6 Terra LB 4/5-Doors,6950,80,1,71740,110,0,1600,5,4,5,85,1070
1302,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7500,80,1,71500,110,0,1600,4,4,5,69,1035
1303,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,2,71359,110,0,1600,3,4,5,69,1050
1304,HONDA Civic 1.3 16v linea terra ,5950,79,2,71263,86,0,1300,3,4,5,69,1015
1305,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,78,3,71186,110,0,1600,3,4,5,69,1050
1306,HONDA Civic 1.3 Linea Terra Hatchback 2/3-Doors,8950,72,9,71054,86,1,1300,3,4,5,69,1045
1307,HONDA Civic 1.6 VVTi Linea terra 2/3-Doors,7950,76,5,71000,110,0,1600,3,4,5,69,1050
1308,HONDA Civic 1.6 lb aut 4/5-Doors,6900,80,1,70939,110,1,1600,5,4,5,85,1100
1309,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,4,70932,110,0,1600,3,4,5,69,1050
1310,HONDA Civic 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8500,80,1,70597,107,1,1600,3,4,5,85,1080
1311,HONDA Civic 1.6 WGN LINEA TERRA Stationwagen,7500,73,8,70482,110,0,1600,5,4,5,19,1075
1312,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,77,4,70124,110,0,1600,3,4,5,69,1050
1313,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,76,5,70039,110,0,1600,3,4,5,69,1050
1314,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,80,1,69904,110,0,1600,5,4,5,85,1070
1315,HONDA Civic 1.3 HB Linea Terra 2/3-Doors,7950,75,6,69388,86,0,1300,3,4,5,69,1010
1316,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,75,6,69320,110,0,1600,5,4,5,85,1070
1317,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,78,3,69000,110,0,1600,5,4,5,85,1075
1318,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9250,73,8,68988,86,0,1300,5,4,5,69,1035
1319,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9950,79,2,68945,110,0,1600,5,4,5,85,1085
1320,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,74,7,68285,110,0,1600,3,4,5,69,1050
1321,HONDA Civic 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,7995,76,5,68000,110,0,1600,5,4,5,85,1075
1322,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,70,11,68000,86,1,1300,3,4,5,69,1045
1323,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7450,75,6,67451,86,0,1300,4,4,5,69,1000
1324,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,5,67266,86,0,1300,5,4,5,69,1035
1325,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8500,78,3,67255,110,0,1600,5,4,5,85,1085
1326,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,70,11,67100,110,0,1600,5,4,5,85,1075
1327,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9400,69,12,67092,72,0,2000,3,4,5,185,1115
1328,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,1,66880,110,0,1600,3,4,5,85,1055
1329,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,79,2,66855,110,0,1600,5,4,5,85,1075
1330,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,80,1,66843,110,0,1600,5,4,5,85,1075
1331,HONDA Civic 1.6HB 2/3-Doors,8500,74,7,66718,110,0,1600,3,4,5,69,1050
1332,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,1,66168,86,0,1300,3,4,5,69,1015
1333,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,80,1,65950,110,0,1600,5,4,5,85,1070
1334,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,78,3,65500,86,0,1300,3,4,5,69,1015
1335,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6900,80,1,65307,110,0,1600,3,4,5,85,1055
1336,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,2,65254,86,0,1300,3,4,5,69,1015
1337,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,71,10,65021,72,0,2000,3,4,5,185,1115
1338,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,75,6,65006,86,0,1300,3,4,5,69,1015
1339,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8495,77,4,64280,110,0,1600,4,4,5,69,1035
1340,HONDA Civic 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,10000,75,6,64000,107,1,1600,3,4,5,85,1085
1341,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6999,71,10,64000,110,0,1600,5,4,5,85,1070
1342,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8950,80,1,64000,110,0,1600,3,4,5,85,1055
1343,HONDA Civic 1.6 Linea Terra Sedan 4/5-Doors,8500,79,2,63918,110,0,1600,4,4,5,69,1035
1344,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8750,75,6,63634,110,0,1600,4,4,5,69,1035
1345,HONDA Civic Hatchback 1.6 Terra Comfort 2/3-Doors,7499,80,1,63500,110,0,1600,3,4,5,69,1050
1346,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9000,80,1,63266,110,0,1600,4,4,5,69,1035
1347,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,4,62595,110,0,1600,3,4,5,69,1050
1348,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,1,62581,110,0,1600,5,4,5,85,1075
1349,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,4,62285,110,0,1600,5,4,5,85,1075
1350,HONDA Civic 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,8450,77,4,61906,86,1,1300,5,4,5,85,1065
1351,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,74,7,61700,110,0,1600,5,4,5,85,1070
1352,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,77,4,61648,110,0,1600,5,4,5,85,1070
1353,HONDA Civic 1.3 16V Linea Terra Liftb 4/5-Doors,7950,75,6,61626,86,0,1300,5,4,5,69,1035
1354,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,70,11,61510,110,0,1600,4,4,5,69,1035
1355,HONDA Civic 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9000,79,2,61165,107,1,1600,3,4,5,85,1080
1356,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7150,70,11,61000,110,0,1600,4,4,5,69,1035
1357,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,76,5,60833,110,0,1600,4,4,5,69,1035
1358,HONDA Civic 1.3 I LUNA 2/3-Doors,5845,70,11,60600,86,0,1300,3,4,5,85,1060
1359,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,72,9,60483,110,0,1600,5,4,5,85,1075
1360,HONDA Civic 1.6 LB LINEA LUNA 4/5-Doors,8250,80,1,60476,110,0,1600,5,4,5,19,1114
1361,HONDA Civic 1.6 Linea Terra Comfort 2/3-Doors,9450,79,2,60142,110,0,1600,3,4,5,69,1050
1362,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,69,12,60050,110,0,1600,3,4,5,69,1050
1363,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8400,77,4,60000,110,0,1600,3,4,5,69,1050
1364,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7900,76,5,60000,110,0,1600,3,4,5,69,1050
1365,HONDA Civic 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,7950,76,5,59815,110,0,1587,3,4,5,85,1055
1366,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8750,80,1,59326,110,0,1600,5,4,5,85,1085
1367,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,73,8,59240,110,0,1600,3,4,5,69,1050
1368,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6495,71,10,59164,110,0,1600,4,4,5,69,1035
1369,HONDA Civic 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8250,70,11,59017,107,1,1600,3,4,5,85,1080
1370,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,12,58952,110,0,1600,3,4,5,69,1050
1371,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,74,7,58454,86,0,1300,3,4,5,69,1015
1372,HONDA Civic 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,7950,75,6,58341,86,1,1300,4,4,5,69,1030
1373,HONDA Civic LIFTBACK 1.6 Linea terra 4/5-Doors,8250,80,1,58267,110,0,1600,5,4,5,85,1070
1374,HONDA Civic 1.6 VVTi Linea Luna 2/3-Doors,8950,80,1,58000,110,0,1600,3,4,5,85,1055
1375,HONDA Civic 1.6 HB LINEA LUNA 2/3-Doors,9750,70,11,57829,110,0,1600,3,4,5,19,1050
1376,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,1,57787,86,0,1300,3,4,5,69,1015
1377,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8900,78,3,57628,110,0,1600,5,4,5,85,1075
1378,HONDA Civic 1.3 16V WAGON LINEA TERRA Stationwagen,8950,75,6,57537,86,0,1300,5,4,5,69,1050
1379,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,76,5,57263,110,0,1600,3,4,5,69,1050
1380,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,75,6,57144,110,0,1600,5,4,5,85,1070
1381,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,8600,69,12,57096,86,0,1300,3,4,5,69,1025
1382,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7750,80,1,57000,86,0,1300,4,4,5,69,1000
1383,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,7800,73,8,56566,110,0,1600,3,4,5,69,1050
1384,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,73,8,56307,110,0,1600,3,4,5,69,1050
1385,HONDA Civic 1.3 16V Linea Terra Liftb 2/3-Doors,9500,79,2,56214,86,0,1300,3,4,5,69,1015
1386,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,74,7,56132,110,0,1600,4,4,5,69,1035
1387,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,79,2,55425,110,0,1600,5,4,5,85,1075
1388,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,4,54439,86,0,1300,3,4,5,69,1015
1389,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,69,12,53809,110,0,1600,3,4,5,69,1050
1390,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,76,5,53133,110,0,1600,5,4,5,85,1070
1391,HONDA Civic 1.6 SDN LINEA TERRA 4/5-Doors,9450,77,4,52900,110,0,1600,4,4,5,19,1075
1392,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,1,52700,110,0,1600,3,4,5,69,1050
1393,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,69,12,52320,110,0,1600,5,4,5,85,1070
1394,HONDA Civic 1.6 LB LINEA TERRA 4/5-Doors,7450,78,3,52287,110,0,1600,5,4,5,19,1114
1395,HONDA Civic 1.6 LL HB 4/5-Doors,8750,75,6,52000,110,0,1600,5,4,5,19,1075
1396,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,69,12,52000,110,0,1600,3,4,5,69,1050
1397,HONDA Civic 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8500,73,8,52000,110,1,1600,4,4,5,85,1065
1398,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,70,11,51874,86,0,1300,4,4,5,69,1000
1399,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7500,79,2,49827,86,0,1300,5,4,5,69,1035
1400,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,69,12,49640,110,0,1600,4,4,5,69,1035
1401,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,80,1,49580,110,0,1600,4,4,5,69,1035
1402,HONDA Civic 1.3 HB LINEA TERRA AUT Anders,8750,76,5,49170,86,0,1300,3,4,5,69,1045
1403,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9800,77,4,48838,110,0,1600,3,4,5,85,1055
1404,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,71,10,48576,86,0,1300,3,4,5,69,1015
1405,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,75,6,48400,110,0,1600,5,4,5,85,1075
1406,HONDA Civic LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,8950,74,7,48242,86,0,1300,5,4,5,69,1035
1407,HONDA Civic LIFTBACK 1.6 Linea terra 4/5-Doors,7450,70,11,47955,110,0,1600,5,4,5,85,1070
1408,HONDA Civic 1.6 LB LINEA LUNA 4/5-Doors,8950,71,10,47633,110,0,1600,5,4,5,85,1075
1409,HONDA Civic 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,78,3,47400,86,0,1300,5,4,5,69,1040
1410,HONDA Civic 1.3 16V HATCHB 2/3-Doors,7000,73,8,47360,86,0,1300,3,4,5,69,1010
1411,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,77,4,45507,110,0,1600,3,4,5,69,1050
1412,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,5,45410,86,0,1300,5,4,5,69,1035
1413,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,70,11,44850,110,0,1600,3,4,5,69,1050
1414,HONDA Civic 1.6 GL LB 4/5-Doors,8250,69,12,44826,110,0,1600,5,4,5,85,1075
1415,HONDA Civic 1.6 16V HATCHB GTSI 2/3-Doors,9250,80,1,44444,110,0,1600,3,4,5,69,1050
1416,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7900,75,6,43720,110,0,1600,5,4,5,85,1070
1417,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8500,78,3,43622,86,0,1300,4,4,5,69,1000
1418,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,76,5,43532,110,0,1600,5,4,5,85,1070
1419,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,69,12,42800,110,0,1600,3,4,5,69,1050
1420,HONDA Civic 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8750,74,7,42317,107,1,1600,5,4,5,85,1100
1421,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,80,1,42186,110,0,1600,3,4,5,69,1050
1422,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,72,9,42000,110,0,1600,3,4,5,69,1050
1423,HONDA Civic 1.6 LB 4/5-Doors,8950,79,2,40093,110,0,1600,5,4,5,19,1114
1424,HONDA Civic 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8750,79,2,39800,107,1,1600,3,4,5,85,1080
1425,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,73,8,39168,86,0,1300,3,4,5,69,1015
1426,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,75,6,38945,110,0,1600,3,4,5,69,1050
1427,HONDA Civic 1.6 SDN LINEA TERRA AUT 4/5-Doors,8150,76,5,36537,110,1,1600,4,4,5,85,1075
1428,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8500,78,3,36000,86,1,1300,3,4,5,69,1045
1429,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7600,78,3,36000,110,0,1600,3,4,5,69,1050
1430,HONDA Civic 1.3 HB LINEA TERRA AUT 2/3-Doors,7950,80,1,35821,86,1,1300,3,4,5,19,1015
1431,HONDA Civic 1.3 3D Linea Terra 2/3-Doors,7750,73,8,34717,86,0,1300,3,4,5,69,1015
1432,HONDA Civic 1.3 Linea Terra sedan 4/5-Doors,7950,80,1,34000,86,0,1300,4,4,5,69,1000
1433,HONDA Civic 1.6 Lin.Terra Aut. 2/3-Doors,9950,78,3,30964,110,1,1600,3,4,4,85,1080
1434,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,10,29000,86,1,1300,3,4,5,69,1045
1435,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,72,9,26000,86,0,1300,3,4,5,69,1015
1436,HONDA Civic 1.3 Linea Terra 4/5-Doors,8950,78,3,24000,86,1,1300,5,4,5,85,1065
1437,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,80,1,23000,86,0,1300,3,4,5,69,1015
1438,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,7500,69,12,20544,86,0,1300,3,4,5,69,1025
1439,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10845,72,9,19000,86,0,1300,3,4,5,69,1015
1440,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,71,10,17016,86,0,1300,3,4,5,69,1015
1441,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,70,11,16916,86,0,1300,3,4,5,69,1015
1442,HONDA Civic 1.6 LB LINEA TERRA 4/5-Doors,6950,76,5,1,110,0,1600,5,4,5,19,1114
